compound_name,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id
Liuwei dihuang wan,Caenorhabditis elegans,N2,4.2 g/L,12.6,,,,24952637
SQDB,Caenorhabditis elegans,N2,100 µg/ml,12,,,,20179756
L-Glu-L-Trp dipeptide,Rattus norvegicus,,5 µg/rat. 5 times a week,0,10.4,Female,,11707921
Cocoa,Drosophila melanogaster,rosy^+5,100 g/l medium,,,Male,NS,19083435
Cocoa,Drosophila melanogaster,rosy^+5,50 g/l medium,,,Male,,19083435
Echinacea purpurea root,Mus musculus,BALB/cByJ,2 mg/day,,28,Male,,16041619
Jania acutilobum extract,Brachionus manjavacas,,5 µg/ml,9.1,,,,24120568
Apple peal,Saccharomyces cerevisiae,MCY4/KlLSM4::kanMX4,1 gr,28.5,,,NS,22970337
PP2 AG1879,Drosophila melanogaster,Oregon R,300 µM,22.8,,,,22363408
Acticoa powder,Rattus norvegicus,Wistar-Unilever,24 mg/5 ml/kg,11,,,,18179729
Q3'G,Caenorhabditis elegans,N2,21 µg/mL,12,,,,21563825
Freeze dried royal jelly,Drosophila melanogaster,Oregon R,1% w/v,8.5,-4,Male,,23132575
Acanthophora spicifera extract,Brachionus manjavacas,,5 µg/ml,14,,,,24120568
Green tea polyphenols,Mus musculus,Sprague-Dawley,80 mg/L,6.4,,Male,,15247057
Green tea polyphenols,Mus musculus,C57BL/6J,80 mg/l,6.4,0,,,17516143
Green tea polyphenols,Drosophila melanogaster,w1118,10 mg/ml,19,,Male,,25058464
Black rice extract,Drosophila melanogaster,Oregon R,30 mg/ml,14,,,,22930061
Damnacanthus officinarum leaf extract,Caenorhabditis elegans,N2,1200 µg/mL,18.6,,,,22370553
Acanthopanax sessiliflorus stem extract,Caenorhabditis elegans,N2,500 mg/L,18,20,,,25324932
Rosa damascena extract,Drosophila melanogaster,B,,22.4,12.7,Male,,21928072
Rosa damascena extract,Drosophila melanogaster,B,,31.7,13,Female,,21928072
Rosa damascena extract,Drosophila melanogaster,w1118,,4.5,7.4,Female,,21928072
Rosa damascena extract,Drosophila melanogaster,w1118,,14.5,6.4,Male,,21928072
Cranberry anthocyanin extract,Drosophila melanogaster,Oregon-R-C,20 mg/ml,10.4,5.1,,,26159161
Cranberry anthocyanin extract,Drosophila melanogaster,Oregon-R-C,5 mg/ml,6.3,0,,,26159161
Astragalus membranaceus polysaccharide,Caenorhabditis elegans,N2,1-2.5 mg/ml,23.8,,,,21892924
Garlic extract,Caenorhabditis elegans,N2,50 ppm,21,,,,25940980
Fish oil,Caenorhabditis elegans,N2,2 mg/plate,-12.8,,,,23526170
Fish oil,Caenorhabditis elegans,N2,0.5 mg/plate,8.9,,,NS,23526170
Fish oil,Caenorhabditis elegans,N2,1 mg/plate,9.6,,,,23526170
Soybean trypsin inhibitor,Caenorhabditis elegans,N2,5 µM,8.7,,,,25959406
Soybean trypsin inhibitor,Caenorhabditis elegans,N2,10 µM,10.4,,,,25959406
Nectarine,Drosophila melanogaster,Canton S,0.04,17.6,2.7,Female,,21406223
4-dafachronic acid,Caenorhabditis elegans,N2,250 nM,0,2.6,,,17360327
4-dafachronic acid,Caenorhabditis elegans,N2,250 nM,16.6,28,,,17360327
Shiquan dabu wan,Caenorhabditis elegans,N2,6.2 g/L,14.5,,,,24952637
Medium-chain triglyceride oil,Mus musculus,UM-HET3,60000 mg/kg of diet,-1.1,,Male,NS,22451473
Medium-chain triglyceride oil,Mus musculus,UM-HET3,60000 mg/kg of diet,1.8,,Female,NS,22451473
DL-isocitrate,Caenorhabditis elegans,N2,10 mM,-28,,,,25643626
DL-isocitrate,Caenorhabditis elegans,N2,1 mM,3,,,NS,25643626
DL-isocitrate,Caenorhabditis elegans,N2,5 mM,13,,,,25643626
Pine Bark extract,Caenorhabditis elegans,N2,10 µg/mL,,5.2,,,19350411
Ascr#3,Caenorhabditis elegans,N2,400 nM,21,,,,23509272
Sodium borate,Drosophila melanogaster,Oregon R,0.01 M,-69.2,,Male,,7889879
Sodium borate,Drosophila melanogaster,Oregon R,0.05 M,-51.9,,Male,,7889879
Sodium borate,Drosophila melanogaster,Oregon R,1 µM,0,,Male,NS,7889879
Sodium borate,Drosophila melanogaster,Oregon R,0.01 mM,1.5,,Male,,7889879
Sodium borate,Drosophila melanogaster,Oregon R,0.1 mM,3,,Male,,7889879
Sodium borate,Drosophila melanogaster,Oregon R,0.25 mM,9.5,,Male,,7889879
Sodium borate,Drosophila melanogaster,Oregon R,1 mM,-21.2,,Male,,7889879
Sodium borate,Mus musculus,C57BL/6J,0.5 mM,0.8,,,NS,7889879
Sodium borate,Mus musculus,C57BL/6J,0.1 mM,-2.9,,Male,NS,7889879
Emblica officinalis,Drosophila melanogaster,,20 ml,5.9,,,,24967413
Emblica officinalis,Drosophila melanogaster,,30 ml,5.9,,,,24967413
Mulberry leaf polyphenols,Caenorhabditis elegans,N2,25 mg/mL,22.5,,,,25323576
Cynomorium songaricum Rupr.,Drosophila melanogaster,Canton S,10 mg/ml,1.5,,Male,NS,22844336
Cynomorium songaricum Rupr.,Drosophila melanogaster,Canton S,20 mg/ml,2.2,,Male,NS,22844336
Cynomorium songaricum Rupr.,Drosophila melanogaster,Canton S,30 mg/ml,3.7,,Male,NS,22844336
Cynomorium songaricum Rupr.,Drosophila melanogaster,Canton S,20 mg/ml,17.6,,Female,,22844336
Cynomorium songaricum Rupr.,Drosophila melanogaster,Canton S,10 mg/ml,15.3,,Female,,22844336
Cynomorium songaricum Rupr.,Drosophila melanogaster,Canton S,30 mg/ml,11.4,,Female,,22844336
Psoralea corylifolia extract,Caenorhabditis elegans,N2,10 µg/mL,,9.8,,,19350411
Rhodiola rosea,Drosophila melanogaster,,30 mg/mL,11.9,,Female,,17990971
Rhodiola rosea,Drosophila melanogaster,,30 mg/mL,14,,Male,,17990971
Rhodiola rosea,Drosophila melanogaster,IF,2.5 mg/ml,2.4,-6,Male,NS,24472572
Rhodiola rosea,Drosophila melanogaster,IF,10 mg/ml,13.6,3.9,Female,,24472572
Rhodiola rosea,Drosophila melanogaster,IF,30 mg/ml,-9.1,-12.2,Female,,24472572
Rhodiola rosea,Drosophila melanogaster,IF,2.5 mg/ml,6.8,-2.9,Female,NS,24472572
Rhodiola rosea,Drosophila melanogaster,IF,10 mg/ml,14.3,6,Male,,24472572
Rhodiola rosea,Drosophila melanogaster,IF,30 mg/ml,-11.9,-16.4,Male,,24472572
Rhodiola rosea,Drosophila melanogaster,IF,5 mg/ml,13.6,3.4,Female,,24472572
Rhodiola rosea,Drosophila melanogaster,IF,5 mg/ml,16.7,6.6,Male,,24472572
Rhodiola rosea,Bombyx mori,N4,,1.5,1.6,Male,,26497336
Rhodiola rosea,Bombyx mori,N4,,2.7,2.7,Female,,26497336
AU701,Drosophila melanogaster,Canton S,0.30%,1.2,,Male,NS,24305778
AU701,Drosophila melanogaster,Canton S,0.30%,11.4,,Female,,24305778
AU701,Drosophila melanogaster,Canton S,0.30%,-0.7,,Female,NS,24305778
Tea (Camellia sinensis) extract,Drosophila melanogaster,Oregon R,Instead of water,15.7,,Male,,8326745
Tea (Camellia sinensis) extract,Drosophila melanogaster,Oregon R,1:10 dilution,7,,Male,,8326745
Tea (Camellia sinensis) extract,Drosophila melanogaster,Oregon R,Instead of water,20.2,,Male,,8326745
Tea (Camellia sinensis) extract,Drosophila melanogaster,Oregon R,Instead of water,12.2,,Male,,8326745
Arsenite,Caenorhabditis elegans,N2,100 nM,10,,,,23534459
Blueberry extract,Drosophila melanogaster,,5 mg/ml,10,,,,22197903
Blueberry extract,Caenorhabditis elegans,N2,50 mg/mL,22.23,16,,S,30238944
Blueberry extract,Caenorhabditis elegans,N2,100 mg/mL,36.52,20,,S,30238944
Blueberry extract,Caenorhabditis elegans,N2,200 mg/mL,44.42,24,,S,30238944
(Iso)lappaol A,Caenorhabditis elegans,N2,100 µM,11.2,,,,26141518
AMN082,Caenorhabditis elegans,,33 µM,8,,,,24134630
Psora-4,Caenorhabditis elegans,,88 µM,42,,,,24134630
LFM-A13,Caenorhabditis elegans,,88 µM,27,,,,24134630
Verminoside,Caenorhabditis elegans,N2,25 µM,20.8,,,,26189547
Verminoside,Caenorhabditis elegans,N2,50 µM,8.5,,,,26189547
Verminoside,Caenorhabditis elegans,N2,5 µM,9.8,,,,26189547
N-(2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide,Caenorhabditis elegans,,33 µM,35,,,,24134630
Dafadine-A,Caenorhabditis elegans,N2,50 µM,29,,,,22057127
Nolinospiroside F,Saccharomyces cerevisiae,K6001,10 µM,21.3,,,,23439553
Nolinospiroside F,Saccharomyces cerevisiae,K6001,1 µM,19,,,,23439553
Nolinospiroside F,Saccharomyces cerevisiae,K6001,3 µM,22.6,,,,23439553
Tartrate,Mytilina brevispina,,0.25% on alternate days,43.7,,,,804507
BTCP hydrochloride,Caenorhabditis elegans,,88 µM,14,,,,24134630
Cortexolone maleate,Caenorhabditis elegans,,33 µM,11,,,,24134630
Ferulsinaic acid,Caenorhabditis elegans,N2,100 µM,20,,,,21749391
"LY-367,265",Caenorhabditis elegans,,33 µM,34,,,,24134630
Otophylloside B,Caenorhabditis elegans,N2,50 µM,30,,,,26112394
4-phenyl-3-furoxancarbonitrile,Caenorhabditis elegans,,88 µM,30,,,,24134630
Ascorbic acid,Caenorhabditis elegans,N2,80 µg/ml,0,,,,3374177
Ascorbic acid,Paramecium tetraurelia,,50 mg/L,12.1,6.7,,,9406982
Ascorbic acid,Caenorhabditis elegans,N2,25 µL Liposomes + 240 µg ascorbic acid,,50,,,19580823
Ascorbic acid,Caenorhabditis elegans,N2,5 mM,-3.59,6.45,,S,27683245
Ascorbic acid,Caenorhabditis elegans,N2,10 mM,-0.76,-12.9,,NS,27683245
Cranberry extract,Caenorhabditis elegans,N2,2 mg/mL,32.5,,,,22864793
Cranberry extract,Drosophila melanogaster,Canton S,0.02,30.1,,,,24316039
Cranberry extract,Caenorhabditis elegans,N2,2 mg/ml,12.8,,,,24566444
Cranberry extract,Caenorhabditis elegans,N2,2 mg/ml,20,,,,24566444
Cranberry extract,Caenorhabditis elegans,N2,2 mg/ml,14.4,,,,24566444
Bacitracin,Caenorhabditis elegans,N2,0.01,58.5,74,,,22114686
Hydralazine,Caenorhabditis elegans,N2,100 µM,23.29,,,S,29263362
Hydralazine,Caenorhabditis elegans,N2,50 µM,14.83,,,S,29263362
Hydralazine,Brachionus manjavacas,,1 μM,9.01,0,,S,27484416
Torin 1,Drosophila melanogaster,Dahomey,1 μM,36.36,16.6,,S,29329306
Torin 1,Drosophila melanogaster,Dahomey,1 μM,4.55,3.8,,,29329306
Torin 1,Drosophila melanogaster,Dahomey,10 μM,59.09,0,,S,29329306
Torin 1,Drosophila melanogaster,Dahomey,5 μM,50,13.89,,S,29329306
Torin 1,Drosophila melanogaster,Dahomey,0.5 μM,27.27,8.33,,,29329306
Ikarugamycin,Caenorhabditis elegans,fem-1(−);dal-1(−),5 μM ,22.25,,,S,29273768
J147,Drosophila melanogaster, (w1118/+),0.1μM,10.35,1.39,Male,<0.001,29316249
J147,Drosophila melanogaster,(w1118/+),2 μM,12.5,-8.33,,S,29316249
Naringin,Caenorhabditis elegans,N2,0.5 μM,6.95,-0.68,,S,29375370
Naringin,Caenorhabditis elegans,N2,1 μM,13.5,4.08,,S,29375370
Naringin,Caenorhabditis elegans,N2,5 μM,12.57,4.08,,S,29375370
Naringin,Caenorhabditis elegans,N2,10 μM,11.5,6.8,,S,29375370
Luteolin,Caenorhabditis elegans,N2,0.5 μM,-4.5,-2.03,,S,29375370
Luteolin,Caenorhabditis elegans,N2,1 μM,-1.54,8.28,,S,29375370
Luteolin,Caenorhabditis elegans,N2,5 μM ,-0.6,8.28,,S,29375370
Luteolin,Caenorhabditis elegans,N2,10 μM,0.47,2.76,,S,29375370
Luteolin,Caenorhabditis elegans,N2,100 μM,17.65,14.82,,S,29375370
BP-C3,Mus musculus,Swiss-Derived SHR,10 mg/kg Daily,8.4,12.4,Female,P<0.01,27574962
Alaskan Blueberry Extract,Caenorhabditis elegans,N2,60 μg/mL,56,,,,27486399
"trans-3,5-dimethoxy-4-fluoro-4'-hydroxystilbene",Caenorhabditis elegans,N2,100 µM,3.63,4.76,,S,27882602
"trans-2,40,5-trihydroxystilbene",Caenorhabditis elegans,N2,100 µM,6.44,,,S,27882602
A.sinensis root peptides,Caenorhabditis elegans,N2,2 mg/ml,,,,,26941890
Selenocysteine,Caenorhabditis elegans,N2,1 mM,24.16,7.9,,S,28954009
Selenocysteine,Caenorhabditis elegans,N2,2.5 mM,21.72,7.9,,S,28954009
Selenocysteine,Caenorhabditis elegans,N2,5 mM,24.34,10.52,,S,28954009
Selenocysteine,Caenorhabditis elegans,N2,5 mM,41.9,,,S,30365103
Selenocysteine,Caenorhabditis elegans,N2,5 mM,6.93,,,S,30365103
Guduchi Churna,Drosophila melanogaster,Oregon-K,0.25g/100ml,193.83,,Pooled,,28827958
Guduchi Churna,Drosophila melanogaster,Oregon-K,0.50g/100ml,155.65,,Pooled,P<0.0001,28827958
Guduchi Churna,Drosophila melanogaster,Oregon-K,0.7 g/100 ml,85.91,,,S,28827958
S-allylmercapto-N-acetylcysteine,Caenorhabditis elegans,CF512,0.5mM,8.38,12.5,,p<0.029,29579097
S-allylmercapto-N-acetylcysteine,Caenorhabditis elegans,CF512,2 mM,15.5,18.75,,S,29579097
S-allylmercapto-N-acetylcysteine,Caenorhabditis elegans,CF512,5 mM,14.24,18.75,,S,29579097
2-deoxy-D-glucose,Caenorhabditis elegans,N2,5 mM,26.21,11.27,,S,28992589
2-deoxy-D-glucose,Caenorhabditis elegans,N2,5 mM,12.93,56.49,,S,17908557
D-glucose,Caenorhabditis elegans,N2,50 mM,-7.75,-0.9,,S,17908557
Hon Tsai Tai Extract,Caenorhabditis elegans,N2,2 mg/ml,7.97,,,S,26726147
2-Selenium-bridged β-cyclodextrin,Caenorhabditis elegans,N2,0.5 mM,7.24,4.76,,S,101039
2-Selenium-bridged-beta-cyclodextrin,Caenorhabditis elegans,N2,0.5 mM,7.24,4.76,,S,101039
2-Selenium-bridged-beta-cyclodextrin,Caenorhabditis elegans,N2,5 mM,8.69,4.76,,S,101039
"2,5-Dimethyl-Celecoxib",Drosophila melanogaster,Dahomey,0.5 µM,8.4,11.32,,S,28025308
"2,5-Dimethyl-Celecoxib",Drosophila melanogaster,Dahomey,0.5 µM,9.07,3.39,,S,28025308
α‐linolenic acid,Caenorhabditis elegans,N2,10 mM,15.13,-4.34,,S,28772063
α‐linolenic acid,Caenorhabditis elegans,N2,10 mM,15.13,-4.34,,S,28772063
α‐linolenic acid,Caenorhabditis elegans,N2,2 mM,10.49,4.35,,S,28772063
α‐linolenic acid,Caenorhabditis elegans,N2,5 mM,28.67,8.7,,S,28772063
α‐linolenic acid,Caenorhabditis elegans,N2,5 mM,28.67,8.7,,S,28772063
d-Allulose,Caenorhabditis elegans,N2,5 mM,4,,,S,28965946
d-Allulose,Caenorhabditis elegans,N2,10 mM,12,,,S,28965946
d-Allulose,Caenorhabditis elegans,N2,25 mM,7,,,S,28965946
Platanus orientalis Extract,Drosophila melanogaster,Oregon R,0.1µg/ml,13.02,11.94,Mixed,P<0.0001,28887920
Platanus orientalis Extract,Drosophila melanogaster,Oregon R,1 µg/ml,3.26,1.49,,S,28887920
Platanus orientalis Extract,Drosophila melanogaster,Oregon R,10 µg/ml,2.43,7.46,,S,28887920
Tiliroside,Drosophila melanogaster,Oregon R,100 µM,15.56,5.88,,S,28887920
Indole,Caenorhabditis elegans,N2,100 µM,15.91,12.3,,S,28827345
Tyrosine-Alanine Dipeptide,Caenorhabditis elegans,N2,1 mM,10.37,13.04,,S,26987062
Tyrosine-Alanine Dipeptide,Caenorhabditis elegans,N2,10 mM,12.43,13.04,,S,26987062
α‐ketoisovalerate,Caenorhabditis elegans,N2,10 mM,35.02,,,S,26729005
α‐keto‐β‐methylvalerate,Caenorhabditis elegans,N2,10 mM,20.77,,,S,26729005
4‐methyl‐2‐oxovalerate,Caenorhabditis elegans,N2,10 mM,12.44,,,S,26729005
Pyruvate,Caenorhabditis elegans,N2,8 mM,-25.35,,,S,26729005
Pyruvate,Caenorhabditis elegans,N2,8 mM,25.17,,,S,26729005
"2,4-pyridinedicarboxylic acid",Caenorhabditis elegans,N2,10 mM,-17.13,,,S,26729005
Alkaline Water,Mus musculus,CD1,,1.8,,,P<0.01,27340414
Dafachronic Acid,Caenorhabditis elegans,N2,0.1µM,23.44,,,<0.0001,26691751
Nitrophenyl piperazine containing compound 1,Caenorhabditis elegans,N2,50 µM,72.5,,,S,27220516
Nitrophenyl piperazine containing compound 1,Caenorhabditis elegans,N2,10 µM,23,,,S,27220516
Nitrophenyl piperazine containing compound 1,Caenorhabditis elegans,N2,500 µM,-23.08,,,S,27220516
Withanolide A,Caenorhabditis elegans,N2,2 μM,4.32,7.59,,S,26956478
Withanolide A,Caenorhabditis elegans,N2,5 μM,29.65,45.33,,S,26956478
Withanolide A,Caenorhabditis elegans,N2,25 μM,15.79,24.58,,S,26956478
Withanolide A,Caenorhabditis elegans,N2,50 μM,10.81,15.12,,S,26956478
M084,Caenorhabditis elegans,N2,50 μM,9.11,,,S,27854075
M084,Caenorhabditis elegans,N2,500 μM,19.12,,,S,27854075
M084,Caenorhabditis elegans,N2,1 mM,6.92,,,,27854075
17‐α‐estradiol,Mus musculus,UM‐HET3,14.4 ppm of Chow,19,12,,S,27312235
Protandim,Mus musculus,C2011,600 ppm in chow,7,6,Male,< 0.012,27312235
Colanic acid,Drosophila melanogaster,OreR,35 μg/ml,20,,Male,P<0.001,28622510
Colanic acid,Drosophila melanogaster,OreR,350 μg/ml,17,,Male,P=0.025,28622510
Colanic acid,Caenorhabditis elegans,N2,,9,,,P=0.001,28622510
Colanic acid,Caenorhabditis elegans,N2,,24,,,P<0.001,28622510
Colanic acid,Caenorhabditis elegans,N2,,13,,,P<0.001,28622510
Colanic acid,Caenorhabditis elegans,N2,,12,,,P<0.001,28622510
Colanic acid,Caenorhabditis elegans,N2,,11,,,P<0.001,28622510
Colanic acid,Caenorhabditis elegans,N2,,10,,,P<0.001,28622510
Colanic acid,Caenorhabditis elegans,N2,,3,,,P=0.622,28622510
Colanic acid,Caenorhabditis elegans,N2,,-1,,,P=0.928,28622510
Colanic acid,Caenorhabditis elegans,N2,,4,,,P=0.517,28622510
Colanic acid,Caenorhabditis elegans,N2,,6,,,P=0.039,28622510
Colanic acid,Caenorhabditis elegans,N2,,6,,,P=0.021,28622510
Colanic acid,Caenorhabditis elegans,N2,,6,,,P=0.018,28622510
Colanic acid,Caenorhabditis elegans,N2,,11,,,P=0.012,28622510
Colanic acid,Caenorhabditis elegans,N2,,14,,,P=0.003,28622510
Colanic acid,Caenorhabditis elegans,N2,,13,,,P=0.012,28622510
Colanic acid,Caenorhabditis elegans,isp-1(qm150),,6,,,P=0.569,28622510
Colanic acid,Caenorhabditis elegans,isp-1(qm150),,1,,,P=0.871,28622510
Colanic acid,Caenorhabditis elegans,isp-1(qm150),,0,,,P=0.928,28622510
Colanic acid,Caenorhabditis elegans,nuo-6(qm200),,4,,,P=0.128,28622510
Colanic acid,Caenorhabditis elegans,nuo-6(qm200),,-5,,,P=0.109,28622510
Colanic acid,Caenorhabditis elegans,nuo-6(qm200),,1,,,P=0.921,28622510
Colanic acid,Caenorhabditis elegans,N2,,17,,,P<0.001,28622510
Colanic acid,Caenorhabditis elegans,N2,,14,,,P<0.001,28622510
Colanic acid,Caenorhabditis elegans,N2,,16,,,P<0.001,28622510
Powdered Broccoli Lyophilisate,Tribolium castaneum,San Bernardino,1%,,,,p < 0.01,23321956
Prunetin,Drosophila melanogaster,w1118 ,25 μM,5.19,7.17,Male,p=0.0296,26538555
L-Leucine,Caenorhabditis elegans,N2,5 mM,6.84,7.32,,S,26620638
L-Valine,Caenorhabditis elegans,N2,5 mM,7.05,0,,S,26620638
L-isoleucine,Caenorhabditis elegans,N2,5 mM,9.5,6.45,,S,26620638
Pyrroloquinoline quinone,Caenorhabditis elegans,N2,1 mM,10.16,3.8,,S,28676501
Pyrroloquinoline quinone,Caenorhabditis elegans,N2,3 mM,19.53,8.15,,S,28676501
Pyrroloquinoline quinone,Caenorhabditis elegans,N2,5 mM,31.25,12.5,,S,28676501
Pyrroloquinoline quinone,Caenorhabditis elegans,N2,10 mM,25,10.3,,S,28676501
Pyrroloquinoline quinone,Caenorhabditis elegans,N2,15 mM,10,6,,S,28676501
Pyrroloquinoline quinone,Caenorhabditis elegans,N2,500 μM,33.33,,,S,27090484
Pyrroloquinoline quinone,Caenorhabditis elegans,N2,1 mM,44.44,,,S,27090484
Echinacoside,Caenorhabditis elegans,N2,150 μM,7.6,,,S,26027643
Echinacoside,Caenorhabditis elegans,N2,300 μM,15.82,,,S,26027643
Echinacoside,Caenorhabditis elegans,N2,600 μM,9.47,,,S,26027643
Echinacoside,Caenorhabditis elegans,N2,200 μM,13.64,,,S,29340230
Piceatannol,Caenorhabditis elegans,N2,50 µM,18.3,,,S,28128482
Piceatannol,Caenorhabditis elegans,N2,50 µM,18.3,,,S,28128482
Buthionine Sulfoximine ,Musca Domestica,,3 mM,-30,,,S,2866912
2-Oxothiazolidine-4-carboxylate,Musca Domestica,,3 mM,-24,,,S,2866912
Triptolide,Caenorhabditis elegans,N2,50 mg/L,20.1,16,,P < 0.001,28471052
Crocus Sativus Aqueous Extract,Drosophila melanogaster,w1118,1%,18.3,,Female,P<0.001,27878268
Crocus Sativus Aqueous Extract,Drosophila melanogaster,w1118,1%,8.8,,Male,P<0.001,27878268
Ribes fasciculatum eylacetate fraction,Caenorhabditis elegans,N2,250 μg/mL,11.1,4.76,,S,27478096
Ribes fasciculatum eylacetate fraction,Caenorhabditis elegans,N2,500 μg/mL,16.3,19.05,,S,27478096
Royal Jelly Protein,Drosophila melanogaster,Canton-S,1.25%,8.96,6.9,,S,27388939
Royal Jelly Protein,Drosophila melanogaster,Canton-S,2.50%,12.43,5.17,,S,27388939
Royal Jelly Protein,Drosophila melanogaster,Canton-S,5%,13.87,10.34,,S,27388939
Casein,Drosophila melanogaster,Canton-S,1.25%,4.34,0,,S,27388939
Calycosin,Caenorhabditis elegans,N2,50 μM,6.24,,,S,28434978
Calycosin,Caenorhabditis elegans,N2,100 μM,15.64,,,S,28434978
Calycosin,Caenorhabditis elegans,N2,400 μM,17.8,,,S,28434978
Calycosin,Caenorhabditis elegans,N2,200 μM,24.86,,,S,28434978
Rutin,Drosophila melanogaster,Canton-S,200 μM,17,,,S,28389882
Rutin,Drosophila melanogaster,Canton-S,400 μM,23.52,,,S,28389882
Rutin,Drosophila melanogaster,Canton-S,600 μM,-23,,,S,28389882
Rutin,Drosophila melanogaster,Canton-S,800 μM,-38,,,S,28389882
Rutin,Drosophila melanogaster,Canton-S,200 μM,30,,,S,28389882
Rutin,Drosophila melanogaster,Canton-S,400 μM,43.33,,,S,28389882
Rutin,Drosophila melanogaster,Canton-S,600 μM,-13.33,,,S,28389882
Rutin,Drosophila melanogaster,Canton-S,800 μM,-16.66,,,S,28389882
Oleic Acid,Caenorhabditis elegans,N2,800 μM,17.29,,,S,28379943
Palmitoleic acid,Caenorhabditis elegans,N2,800 μM,17.09,,,S,28379943
cis-vaccenic acid ,Caenorhabditis elegans,N2,800 μM,13.06,,,S,28379943
Fructose,Caenorhabditis elegans,N2,55 mM,21.96,,,S,27680107
Fructose,Caenorhabditis elegans,N2,100 mM,45.66,,,S,27680107
Fructose,Caenorhabditis elegans,N2,555 mM,-31.79,,,S,27680107
Silymarin,Caenorhabditis elegans,N2,10 µM,4.55,,,S,28039083
Silymarin,Caenorhabditis elegans,N2,50 µM,13.64,,,S,28039083
Silychristin A/B,Caenorhabditis elegans,N2,10 μM,7.06,,,S,28039083
Silydianin,Caenorhabditis elegans,N2,10 μM,5.88,,,S,28039083
Silybin A/B,Caenorhabditis elegans,N2,10 μM,9.04,,,S,28039083
Isosilybin A/B,Caenorhabditis elegans,N2,10 μM,6.82,,,S,28039083
"2,3-dehydrosilybin",Caenorhabditis elegans,N2,5 μM,2.16,,,S,28039083
"2,3-dehydrosilybin",Caenorhabditis elegans,N2,10 μM,10.15,,,S,28039083
"2,3-Dehydrosilybin A",Caenorhabditis elegans,N2,10 μM,12.55,,,S,28039083
"2,3-Dehydrosilybin B",Caenorhabditis elegans,N2,10 μM,7.18,,,S,28039083
7-methyl-Dehydrosilybin,Caenorhabditis elegans,N2,10 μM,-9,,,S,28039083
18α-Glycyrrhetinic acid,Caenorhabditis elegans,N2,10 μg/ml,6.25,,,,26886723
18α-Glycyrrhetinic acid,Caenorhabditis elegans,N2,100 μg/ml,11.76,,,,26886723
18α-Glycyrrhetinic acid,Caenorhabditis elegans,N2,20 μg/mL,22,,,S,26886723
Dimethyl Sulfide,Drosophila melanogaster,w1118,10 μM,13.56,,,S,27790859
Dimethyl Sulfide,Drosophila melanogaster,w1118,100 μM,24.25,,,S,27790859
Dimethyl Sulfide,Drosophila melanogaster,w1118,1 mM,16.04,,,S,27790859
Dimethyl Sulfide,Caenorhabditis elegans,N2,1 μM,8.43,,,S,27790859
Dimethyl Sulfide,Caenorhabditis elegans,N2,10 μM,24.33,,,S,27790859
Dimethyl Sulfide,Caenorhabditis elegans,N2,5 μM,20.14,,,,27790859
3β-Hydroxy-urs-12-en-28-oic acid,Caenorhabditis elegans,N2,25 μM,32.48,,,S,27773812
Sodium Chloride,Caenorhabditis elegans,N2,150 mM,19.59,16.67,,S,26854551
Sodium Chloride,Caenorhabditis elegans,N2,250 mM,40.53,44.44,,S,26854551
Sodium Chloride,Caenorhabditis elegans,N2,350 mM,40.53,44.44,,S,26854551
Potassium Chloride,Caenorhabditis elegans,N2,250 mM,23.23,31.58,,S,26854551
Urolithin A,Caenorhabditis elegans,N2,10 μM,24,,,S,27400265
Urolithin A,Caenorhabditis elegans,N2,30 μM,40.7,,,S,27400265
Urolithin A,Caenorhabditis elegans,N2,50 μM,37.5,,,S,27400265
Urolithin A,Caenorhabditis elegans,N2,50 μM,45.4,,,Y,27400265
Urolithin A,Caenorhabditis elegans,N2,30 μM,40.7,,,Y,30624146
Urolithin A,Caenorhabditis elegans,N2,10 μM,24,,,Y,27400265
Urolithin B,Caenorhabditis elegans,N2,50 μM,36.6,,,S,27400265
Urolithin B,Caenorhabditis elegans,N2,50 μM,36.6,,,Y,27400265
Urolithin C,Caenorhabditis elegans,N2,50 μM,36,,,S,27400265
Urolithin C,Caenorhabditis elegans,N2,50 μM,36,,,Y,27400265
Urolithin D,Caenorhabditis elegans,N2,50 μM,19,,,S,27400265
Urolithin D,Caenorhabditis elegans,N2,50 μM,19,,,Y,27400265
Oxyresveratrol,Caenorhabditis elegans,N2,100 μM,7.4,,,S,27190265
Oxyresveratrol,Caenorhabditis elegans,N2,500 μM,17.8,,,S,27190265
Oxyresveratrol,Caenorhabditis elegans,N2,1 mM,31.1,,,S,27190265
Enalapril,Rattus norvegicus,Wistar,10 mg/kg/day,21.36,,Male,<0.001,17557916
Losartan,Rattus norvegicus,Wistar,30 mg/kg/day,19.32,,,S,17557916
jujube fruit powder,Drosophila melanogaster,w1118,150 mg/ml,11.1,,,S,28251407
Captopril,Caenorhabditis elegans,N2,2.54 mM,34,16,,S,26918946
Captopril,Caenorhabditis elegans,N2,3.18 mM,23,18,,S,26918946
Menadione,Caenorhabditis elegans,N2,100 μM,-8.72,-6.36,,S,28086197
Diethyl Maleate,Caenorhabditis elegans,N2,100 μM,4.64,2.33,,S,28086197
Diethyl Maleate,Caenorhabditis elegans,N2,1 mM,-6.68,-6.4,,S,28086197
Ibuprofen,Drosophila melanogaster,Canton-S,1 μM,23,,,S,28066251
